id,name,state,district,category,managementType,institutionType,yearEstablished
S-22237,HRUDANANDA DANI NURSING COLLEGE,Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,-
S-22174,HRUDANANDA DANI PHARMACY COLLEGE,Odisha,Sundargarh,Pharmacy,Private Un-Aided,Paramedical,-
C-73423,IIMT COLLEGE OF NURSING,Odisha,Sundargarh,Medical,Private Un-Aided,Affiliated College,2023
S-15573,IIMT School of Nursing,Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,2014
S-18006,"IIPM SCHOOL OF ENGINEERING AND TECHNOLOGY , KANSBAHAL",Odisha,Sundargarh,Engineering,Private Un-Aided,Technical/Polytechnic,2017
S-26207,ISPAT GENERAL HOSPITAL ROURKELA,Odisha,Sundargarh,Degree,Central Government,Institutes under Ministries,1959
S-22425,ISPAT SCHOOL OF NURSING,Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,-
S-23677,KHANDABAHAL COLLEGE OF NURSING,Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,2024
S-21942,KRUSHNA BHARATI INSTITUTE OF MEDICAL SCIENCE,Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,-
C-76660,LOTUS INSTITUTE OF MEDICAL SCIENCE,Odisha,Sundargarh,Medical,Private Un-Aided,Affiliated College,2025
S-19778,MAHESWARI PHARMACEUTICAL COLLEGE SUNDARGARH,Odisha,Sundargarh,Engineering,Private Un-Aided,Technical/Polytechnic,2020
S-15598,Maa Bauti ANM Training School,Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,2012
S-23676,NEWTON COLLEGE OF HEALTH AND SCIENCE,Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,2024
S-22004,NM COLLEGE OF NURSING,Odisha,Sundargarh,Medical,Private Un-Aided,Paramedical,-
S-4874,NURSES TRAINING INSTITUTE SUNDERGARH,Odisha,Sundargarh,Medical,Central Government,Nursing,1963
C-76997,OMM MAA SARASWATI SANSKRIT MAHAVIDYALAYA,Odisha,Sundargarh,Degree,Private Un-Aided,Affiliated College,1995
S-2361,PURUSOTTAM SCHOOL OF ENGG. & TECHNOLOGY MANDIAKUDUR ROURKELA,Odisha,Sundargarh,Engineering,Private Un-Aided,Technical/Polytechnic,2008
S-26414,RAJGANGPUR COLLEGE OF MEDICAL SCIENCE,Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,2025
S-2365,ROURKELA INSTITUTE OF TECHNOLOGY KALINGA ROURKELA,Odisha,Sundargarh,Engineering,Private Aided (Government Aided),Technical/Polytechnic,1984
S-21641,ROYAL COLLEGE OF HOSPITALITY MANAGEMENT,Odisha,Sundargarh,Management,Private Un-Aided,Hotel Management and Catering,-
S-15680,Rourkela Institute of Nursing,Odisha,Sundargarh,Medical,Local Body,Nursing,2011
C-58456,SABITRI GOPAL DEGREE COLLEGE BIRBIRA,Odisha,Sundargarh,Degree,Local Body,Recognized Center,-
S-22019,SHRADDHA GNM TRAINING CENTRE,Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,-
S-22236,SHREE ANM TRAINING CENTRE,Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,-
S-21248,SHREE INSTITUTE OF MEDICAL SCIENCE AND TECHNOLOGY,Odisha,Sundargarh,Engineering,Private Un-Aided,Paramedical,-
S-20251,SHREE RAM SCHOOL OF NURSING,Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,2019
S-2375,SKDAV GOVERNMENT POLYTECHNIC,Odisha,Sundargarh,Engineering,State Government,Technical/Polytechnic,1974
S-21247,SUNDARGARH COLLEGE OF MEDICAL SCIENCE,Odisha,Sundargarh,Medical,State Government,Paramedical,-
S-20905,SUNDARGARH DMLT INSTITUTE SUNDARGARH,Odisha,Sundargarh,Degree,Private Un-Aided,Paramedical,2017
S-19907,SUNDARGARH GNM TRAINING CENTRE,Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,2020
S-22459,SUNDARGARH INSTITUTE OF MANAGEMENT,Odisha,Sundargarh,Management,Private Un-Aided,Hotel Management and Catering,-
S-25593,SUNDARGARH PHARMA COLLEGE,Odisha,Sundargarh,Degree,Private Un-Aided,Paramedical,-
S-2378,SUNDERGARH ENGINEERING SCHOOL KIREI,Odisha,Sundargarh,Engineering,Private Un-Aided,Technical/Polytechnic,1997
S-15681,"Sundargarh GNM Training College,Sudargarh, Odisha",Odisha,Sundargarh,Medical,Private Un-Aided,Nursing,2009
S-12807,"UTKALMANI GOPABANDHU INSTITUTE OF ENGINEERING, ROURKELA",Odisha,Sundargarh,Engineering,State Government,Technical/Polytechnic,1962
S-22286,ANNAI ABIRAMI COMMUNITY COLLEGE OF HEALTH SCIENCES,Puducherry,Karaikal,Medical,Private Un-Aided,Paramedical,-
S-15043,IMMACULATE INSTITUTE OF HEALTH SCIENCES,Puducherry,Karaikal,Medical,Private Un-Aided,Nursing,2014
S-2387,KARAIKAL POLYTECHNIC COLLEGE VARICHIKUDY KARAIKAL,Puducherry,Karaikal,Engineering,State Government,Technical/Polytechnic,1988
S-12169,"WOMENS POLYTECHNIC COLLEGE KARAIKALMEDU, KARAIKAL",Puducherry,Karaikal,Engineering,State Government,Technical/Polytechnic,2010
S-2386,INDIRA GANDHI POLYTECHNIC COLLEGE MAHE,Puducherry,Mahe,Engineering,State Government,Technical/Polytechnic,2000
C-70796,"COLLEGE OF HEALTH SCIENCES,PONDICHERRY INSTITUTE OF MEDICAL SCIENCES",Puducherry,Puducherry,Medical,Private Un-Aided,Affiliated College,-
S-7450,DISTRICT INSTITUTE OF EDUCATION AND TRAINING PUDUCHERRY,Puducherry,Puducherry,Degree,Central Government,Teacher Training,1994
S-27018,INDIRA GANDHI GOVERNMENT GENERAL HOSPITAL AND POST GRADUATE INSTITUTE,Puducherry,Puducherry,Degree,State Government,Paramedical,2023
S-2388,MOTILAL NEHRU GOVERNMENT POLYTECHNIC COLLEGE LAWPET,Puducherry,Puducherry,Engineering,State Government,Technical/Polytechnic,1961
C-31057,"PONNAIYAH RAMAJAYAM INSTITUTE OF SCIENCE AND TECHNOLOGY, PUDUCHERRY-605 007",Puducherry,Puducherry,Engineering,-,PG Center / Off-Campus Center,-
S-2389,PUDDUCHHERY INSTITUTE OF HOTEL MANAGEMENT & CATERING TECHNOLOGY UPPALAM,Puducherry,Puducherry,Engineering,State Government,Technical/Polytechnic,1991
S-2390,SRI MANAKULA VINAYAGAR POLYTECHNIC COLLEGE,Puducherry,Puducherry,Engineering,Private Un-Aided,Technical/Polytechnic,2011
S-2776,"DR B R AMBEDKAR POLYTECHNIC COLLEGE, YANAM",Puducherry,Yanam,Engineering,State Government,Technical/Polytechnic,1996
S-25453,"ALL INDIA PINGALWARA CHARITABLE SOCIETY, MANAWALA AMRITSAR",Punjab,Amritsar,Degree,Private Aided (Government Aided),Teacher Training,-
S-25454,"BHAGAT PURAN SINGH INSTITUTE FOR SPECIAL NEEDS, MANAWALA",Punjab,Amritsar,Degree,Private Un-Aided,Teacher Training,-
S-15538,"Baba Kuma Singh Ji Engg. College, Poly Wing",Punjab,Amritsar,Engineering,Private Un-Aided,Technical/Polytechnic,2014
S-14536,"CENTRAL INSTITUTE OF PLASTICS ENGINEERING & TECHNOLOGY (CIPET), AMRITSAR",Punjab,Amritsar,Engineering,Central Government,Institutes under Ministries,1989
S-7490,DISTRICT INSTITUTE OF EDUCATION AND TRAINING AMRITSAR,Punjab,Amritsar,Degree,State Government,Teacher Training,1989
S-15535,"Dilbag Memorial School of Nursing, Village Sohian Kalan",Punjab,Amritsar,Medical,Private Un-Aided,Nursing,2010
S-2433,"GOVERNMENT INSTITUTE OF GARMENT TECHNOLOGY, AMRITSAR",Punjab,Amritsar,Engineering,State Government,Technical/Polytechnic,1937
S-2435,"GOVERNMENT POLYTECHNIC, AMRITSAR",Punjab,Amritsar,Engineering,State Government,Technical/Polytechnic,1965
S-20627,GURU AMAR DASS SCHOOL OF NURSING AMRITSAR,Punjab,Amritsar,Medical,Local Body,Nursing,2002
S-4941,GURU GOBIND SINGH NURSING TRAINING CENTRE AMRITSAR,Punjab,Amritsar,Medical,Private Un-Aided,Nursing,1986
S-14490,"KHALSA COLLEGE OF PHARMACY, AMRITSAR, PUNJAB",Punjab,Amritsar,Engineering,Private Un-Aided,Technical/Polytechnic,2010
S-2440,"MAI BHAGO GOVERNMENT POLYTECHNIC COLLEGE FOR GIRLS, AMRITSAR",Punjab,Amritsar,Engineering,State Government,Technical/Polytechnic,1994
S-2488,"PUNJAB INSTITUTE OF TEXTILE TECHNOLOGY, AMRITSAR",Punjab,Amritsar,Engineering,State Government,Technical/Polytechnic,1920
S-2509,"SATYAM POLYTECHNIC & PHARMACY COLLEGE, AMRITSAR",Punjab,Amritsar,Engineering,Private Un-Aided,Technical/Polytechnic,2008
S-19448,SRI GURU RAMDASS PHARMACY COLLEGE,Punjab,Amritsar,Engineering,Private Un-Aided,Technical/Polytechnic,2019
S-15524,"Shaheed Madan La Dhingra Memorial Government School of Nursing, Amritsar",Punjab,Amritsar,Medical,State Government,Nursing,2011
C-29198,"Sri Guru Ram Das College of Nursing, Near Gurdwara Shaheed Gunj, Sri Amritsar",Punjab,Amritsar,Medical,University,Constituent / University College,-
C-29146,"Sri Guru Ram Das Institute of Medical Sciences & Research, VPO Vallah",Punjab,Amritsar,Medical,University,Constituent / University College,-
S-15795,UNITED SCHOOL OF NURSING,Punjab,Amritsar,Medical,Private Un-Aided,Nursing,2011
S-15529,GURU NANAK DEV SCHOOL OF NURSING BARNALA,Punjab,Barnala,Medical,Private Un-Aided,Nursing,2001
S-18902,KINGS COLLEGE OF EDUCATION,Punjab,Barnala,Degree,Private Un-Aided,Teacher Training,2012
S-21589,"MALWA INSTITUTE OF PHARMACY, MEHAL KALAN",Punjab,Barnala,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-4990,NATIONAL COLLEGE OF GENERAL NURSING & MIDWIFERY BARNALA,Punjab,Barnala,Medical,Private Un-Aided,Nursing,1994
S-15799,Punjab Multipurpose Institute of Nursing,Punjab,Barnala,Medical,Private Un-Aided,Nursing,2010
S-14475,"S D COLLEGE OF PHARMACY, BARNALA",Punjab,Barnala,Engineering,Private Un-Aided,Technical/Polytechnic,1986
S-14426,"SANT BABA ATAR SINGH GOVERNMENT POLYTECHNIC COLLEGE, BADBAR",Punjab,Barnala,Engineering,State Government,Technical/Polytechnic,2012
S-22362,SHAHEED BHAGAT SINGH COLLEGE OF NURSING MEHAL KALAN,Punjab,Barnala,Medical,Private Un-Aided,Nursing,-
C-73070,ADVANCE CANCER INSTITUTE BATHINDA,Punjab,Bathinda,University,State Government,Constituent / University College,2016
S-2398,"AKLIA POLYTECHNIC COLLEGE, BATHINDA",Punjab,Bathinda,Engineering,Private Un-Aided,Technical/Polytechnic,2009
C-29246,"Adesh Institute of Dental Sciences & Research, Baranala Road, Bathinda",Punjab,Bathinda,University,Private Un-Aided,Constituent / University College,-
C-29187,"Adesh Institute of Medical Sciences & Research, Barnala Road",Punjab,Bathinda,Medical,Private Un-Aided,Constituent / University College,-
C-10496,"Adesh Institute of Pharmacy & Biomedical Sciences, Bathinda",Punjab,Bathinda,Pharmacy,Private Un-Aided,Constituent / University College,-
S-17537,"B M College of Education, Balluana",Punjab,Bathinda,Degree,Private Un-Aided,Teacher Training,2012
C-66655,CENTRE FOR INTERDISCIPLINARY BIOMEDICAL RESEARCH,Punjab,Bathinda,University,Private Un-Aided,Constituent / University College,-
C-29249,"College of Nursing, Adesh Institute of Medical Sciences & Research, Bathinda",Punjab,Bathinda,Medical,Private Un-Aided,Constituent / University College,-
C-62650,"College of Para Medical Sciences, Adesh Institute of Medical Sciences and Research",Punjab,Bathinda,Medical,Private Un-Aided,Constituent / University College,-
C-29162,"College of Physiotherapy, Adesh Institute of Medical Sciences & Research, Bathinda",Punjab,Bathinda,Medical,Private Un-Aided,Constituent / University College,-
S-4926,DEEP INSTITUTE OF NURSING & MEDICAL SCIENCES BHATINDA,Punjab,Bathinda,Medical,Private Un-Aided,Nursing,2004
S-7491,DISTRICT INSTITUTE OF EDUCATION AND TRAINING BATHINDA,Punjab,Bathinda,Degree,State Government,Teacher Training,1994
S-18677,Dr Balbir Singh Institute of Nursing Bhagta Bhai Ka,Punjab,Bathinda,Medical,Private Un-Aided,Nursing,2011
S-17698,Fateh College of Education for Women,Punjab,Bathinda,Degree,Private Un-Aided,Teacher Training,2015
S-15501,GNM TRAINING SCHOOL CIVIL HOSPITAL BATHINDA,Punjab,Bathinda,Medical,State Government,Nursing,1979
S-2437,"GOVERNMENT POLYTECHNIC, BATHINDA",Punjab,Bathinda,Engineering,State Government,Technical/Polytechnic,1985
S-18217,"GTB College of Pharmacy and Technology, Balloh",Punjab,Bathinda,Engineering,Private Un-Aided,Technical/Polytechnic,2018
S-4947,GURU NANAK NURSING INSTITUTE BHATINDA,Punjab,Bathinda,Medical,Private Un-Aided,Nursing,2005
C-27619,"Giani Zail Singh College of Engg. & Technology, Bhatinda",Punjab,Bathinda,Engineering,State Government,Constituent / University College,-
S-20919,INSTITUTE OF HOTEL MANAGEMENT CATERING TECHNOLOGY AND APPLIED NUTRITION,Punjab,Bathinda,Engineering,State Government,Hotel Management and Catering,2008
S-15464,"KALLAWANTI SCHOOL OF NURSING, GONIANA KHURD, DISTT BATHINDA",Punjab,Bathinda,Medical,Private Un-Aided,Nursing,2013
S-21234,MAHANT GURBANTA DASS MEMORIAL AYURVEDIC INSTITUTE,Punjab,Bathinda,Degree,Private Un-Aided,Paramedical,2012
S-21256,"MAHANT GURBANTA DASS MEMORIAL COLLEGE OF PHARMACY, BATHINDA",Punjab,Bathinda,Engineering,Private Un-Aided,Technical/Polytechnic,2019
S-4974,MAHANT GURBANTA DASS MEMORIAL SCHOOL OF NURSING BHATINDA,Punjab,Bathinda,Medical,Private Un-Aided,Nursing,2003
S-15683,"Mata Sundri Institute Of Nursing,Dhade",Punjab,Bathinda,Medical,Private Un-Aided,Nursing,2012
S-2480,"NEW PUNJAB POLYTECHNIC COLLEGE, BATHINDA",Punjab,Bathinda,Engineering,Private Un-Aided,Technical/Polytechnic,2010
S-14878,"New Punjab College of Elementary Education, Nangla",Punjab,Bathinda,Degree,Private Un-Aided,Teacher Training,2012
S-16470,PUNJAB COLLEGE OF EDUCATION,Punjab,Bathinda,Degree,Private Un-Aided,Teacher Training,2013
S-14887,"Punjab Institute of Nursing, Nangla",Punjab,Bathinda,Medical,Private Un-Aided,Nursing,2009
S-2496,"REGIONAL POLYTECHNIC COLLEGE, BATHINDA",Punjab,Bathinda,Engineering,Private Un-Aided,Technical/Polytechnic,2008
S-17671,"SAINT SAHARA SCHOOL OF NURSING, KOT SHAMIR, BATHINDA",Punjab,Bathinda,Medical,Private Un-Aided,Nursing,2011
S-16395,SARASWATI GIRLS COLLEGE OF EDUCATION,Punjab,Bathinda,Degree,Private Un-Aided,Teacher Training,2014
S-2507,"SARASWATI POLYTECHNIC, BATHINDA",Punjab,Bathinda,Engineering,Private Un-Aided,Technical/Polytechnic,2008
S-25468,SHRI GURU TEG BAHADUR COLLEGE OF EDUCATION,Punjab,Bathinda,Degree,Private Un-Aided,Teacher Training,-
S-14980,"SWAMI DAYANAND COLLEGE OF PHARMCY, LEHRA BEGA",Punjab,Bathinda,Engineering,Private Un-Aided,Technical/Polytechnic,2014
S-18205,"Shri Guru Teg Bahadur Nursing Institute, Balloh",Punjab,Bathinda,Medical,Private Un-Aided,Nursing,2013
S-15357,Synergy International Institute of Nursing,Punjab,Bathinda,Medical,Private Un-Aided,Nursing,2012
C-454,Veterinary Polytechnic Kaljharani,Punjab,Bathinda,Engineering,University,Constituent / University College,-
S-17585,Akal Sahaye College Of Education,Punjab,Faridkot,Degree,Private Un-Aided,Teacher Training,2007
S-4904,BABA BANDA BAHADUR SCHOOL OF NURSING FARIDKOT,Punjab,Faridkot,Medical,Private Un-Aided,Nursing,2009
S-16036,"BABA HANS RAJ MEMORIAL COLLEGE OF EDUCATION, BAJAKHANA",Punjab,Faridkot,Degree,Private Un-Aided,Teacher Training,2015
S-19514,BABA SHEIKH FARID MEDICAL INSTITUTE FOR NURSING,Punjab,Faridkot,Medical,Private Un-Aided,Nursing,2010
S-19358,"Baba Sheikh Farid Pharmacy College, Kotkapura",Punjab,Faridkot,Engineering,Private Un-Aided,Technical/Polytechnic,2018
S-7489,DISTRICT INSTITUTE OF EDUCATION & TRAINING FARIDKOT,Punjab,Faridkot,Degree,State Government,Teacher Training,1991
S-20623,DR RAVINDER INSTITUTE OF NURSING BAJAKHANA,Punjab,Faridkot,Medical,Private Un-Aided,Nursing,1999
S-14424,"GOVERNMENT POLYTECHNIC COLLEGE, KOTAKPURA",Punjab,Faridkot,Engineering,State Government,Technical/Polytechnic,2012
S-2474,MALWA POLYTECHNIC SADIQ ROAD FARIDKOT.,Punjab,Faridkot,Engineering,Private Un-Aided,Technical/Polytechnic,2003
S-20621,NEW MALWA INSTITUTE OF NURSING KOTKAPURA,Punjab,Faridkot,Medical,Private Un-Aided,Nursing,2011
S-2403,"BABA BANDA SINGH BAHADUR POLYTECHNIC COLLEGE, FATEHGARH SAHEB",Punjab,Fatehgarh Sahib,Engineering,Private Un-Aided,Technical/Polytechnic,2006
S-7488,DESH BHAGAT INSTITUTE OF EDUCATION MANDI GOBINDGARH,Punjab,Fatehgarh Sahib,Degree,Private Un-Aided,Teacher Training,2005
S-4927,DESH BHAGAT SCHOOL OF NURSING FATEHGARH,Punjab,Fatehgarh Sahib,Medical,Private Un-Aided,Nursing,2004
S-7492,DISTRICT INSTITUTE OF EDUCATION AND TRAINING FATEHGARH SAHIB FATEHGARH SAHI,Punjab,Fatehgarh Sahib,Degree,State Government,Teacher Training,1998
S-25709,GURUKUL SCHOOL OF NURSING,Punjab,Fatehgarh Sahib,Medical,Private Un-Aided,Nursing,2024
S-23766,RIMT COLLEGE OF EDUCATION MANDI GOBINDGARH,Punjab,Fatehgarh Sahib,Degree,Private Un-Aided,Teacher Training,2012
S-14429,"SHRI GURU HARGOBIND SAHIB GOVERNMENT POLYTECHNIC COLLEGE, RANWAN",Punjab,Fatehgarh Sahib,Engineering,State Government,Technical/Polytechnic,2013
S-5046,VICTOR INSTITUTE OF NURSING AND PARAMEDICAL SCIENCES MOHALI,Punjab,Fatehgarh Sahib,Medical,Private Aided (Government Aided),Nursing,2003
S-14487,"ABHISHEK POLYTECHNIC COLLEGE, DAULATPURA, ABOKHAR",Punjab,Fazilka,Engineering,Private Un-Aided,Technical/Polytechnic,2010
S-2394,ABOHAR POLYTECHNIC COLLEGE ABOHAR,Punjab,Fazilka,Engineering,Private Un-Aided,Technical/Polytechnic,2007
C-68043,ADARSH MEMORIAL COLLEGE FOR WOMEN,Punjab,Fazilka,Degree,Private Un-Aided,Affiliated College,-
S-26417,ANGAD NURSING COLLEGE,Punjab,Fazilka,Medical,Private Un-Aided,Nursing,2021
S-17529,BANKEY BIHARI COLLEGE OF EDUCATION,Punjab,Fazilka,Degree,Private Un-Aided,Teacher Training,2012
S-19269,BANKEY BIHARI COLLEGE OF PHARMACY,Punjab,Fazilka,Engineering,Private Un-Aided,Technical/Polytechnic,2018
S-15846,BANKEY BIHARI INSTITUTE OF NURSING,Punjab,Fazilka,Medical,Private Un-Aided,Nursing,2010
S-15039,MAA SARASWATI SCHOOL OF NURSING,Punjab,Fazilka,Medical,Private Un-Aided,Nursing,2010
S-2471,"MAHARAJA AGGARSAIN INSTITUTE OF TECHNOLOGY, ABOHAR",Punjab,Fazilka,Engineering,Private Un-Aided,Technical/Polytechnic,2010
S-23765,MAHARISHI PARSHURAM COLLEGE OF PHARMACY FAZILKA,Punjab,Fazilka,Engineering,Private Un-Aided,Technical/Polytechnic,2019
S-5009,SACHKHAND SCHOOL OF NURSING FEROZEPUR,Punjab,Fazilka,Medical,Private Un-Aided,Nursing,2004
S-15528,SALUTARY NURSING INSTITUTE,Punjab,Fazilka,Medical,Private Un-Aided,Nursing,2011
S-5018,SARDAR PATEL EDUCATIONAL SOCIETY FEROZEPUR,Punjab,Fazilka,Medical,Private Un-Aided,Nursing,2001
S-19369,SHREE BALAJI INSTITUTE OF MEDICAL SCIENCES AND HOSPITAL,Punjab,Fazilka,Medical,State Government,Paramedical,2010
S-2409,"BANKEY BIHARI POLYTECHNIC COLLEGE, FAZILKA",Punjab,Ferozepur,Engineering,Private Un-Aided,Technical/Polytechnic,2010
S-17575,BRILLIANT COLLEGE OF EDUCATION,Punjab,Ferozepur,Degree,Private Aided (Government Aided),Teacher Training,2012
C-29362,"Baba Kundan Singh College, Muhar",Punjab,Ferozepur,Degree,Private Un-Aided,Affiliated College,2006
S-7493,DISTRICT INSTITUTE OF EDUCATION AND TRAINING FEROZEPUR,Punjab,Ferozepur,Degree,State Government,Teacher Training,1990
S-4935,FRANCES NEWTON HOSPITAL FEROZEPUR,Punjab,Ferozepur,Medical,Private Un-Aided,Nursing,1894
S-2439,"GOVERNMENT POLYTECHNIC, FEROZEPUR",Punjab,Ferozepur,Engineering,State Government,Technical/Polytechnic,1990
S-14480,"PUNAB COLLEGE OF PHARMACY, FEROZEPUR",Punjab,Ferozepur,Engineering,Private Un-Aided,Technical/Polytechnic,2005
S-2504,"SAINT KABIR POLYTECHNIC, FAZILKA",Punjab,Ferozepur,Engineering,Private Un-Aided,Technical/Polytechnic,1993
C-54485,"Shaheed Ganj College for Women, Mudki",Punjab,Ferozepur,Degree,Private Un-Aided,Affiliated College,2012
S-13836,"BABA HAZARA SINGH POLYTECHNIC , GURDASPUR",Punjab,Gurdaspur,Engineering,Private Un-Aided,Technical/Polytechnic,2011
S-4909,BATALA INSTITUTE OF MEDICAL SCIENCE GURDASPUR,Punjab,Gurdaspur,Medical,Private Un-Aided,Nursing,2000
S-2411,"BEANT COLLEGE OF ENGINEERING & TECHNOLOGY(POLYTECHNIC WING), GURDASPUR",Punjab,Gurdaspur,Engineering,State Government,Technical/Polytechnic,2009
S-20009,CHEEMA INSTITUTE OF DIPLOMA IN ELEMENTARY,Punjab,Gurdaspur,Degree,Private Un-Aided,Teacher Training,2012
S-7494,DISTRICT INSTITUTE OF EDUCATION AND TRAINING GURDASPUR,Punjab,Gurdaspur,Degree,State Government,Teacher Training,1989
S-26628,GOLDEN COLLEGE OF PHARMACY,Punjab,Gurdaspur,Pharmacy,Private Un-Aided,Pharmacy Institutions,2025
S-2441,"GOVERNMENT POLYTECHNIC COLLEGE, DINANAGAR",Punjab,Gurdaspur,Engineering,State Government,Technical/Polytechnic,2005
S-2436,"GOVERNMENT POLYTECHNIC, BATALA",Punjab,Gurdaspur,Engineering,State Government,Technical/Polytechnic,1964
C-65445,GOVT COLLEGE SIDHPUR,Punjab,Gurdaspur,Degree,State Government,Affiliated College,2021
S-15737,"GOVT SCHOOL OF NURSING,CIVIL HOSPITAL,GURDASPUR",Punjab,Gurdaspur,Medical,State Government,Nursing,2012
S-23748,"GURU NANAK DEV INSTITUTE OF NURSING,QADIAN",Punjab,Gurdaspur,Medical,Private Un-Aided,Nursing,2012
S-15684,Guru Arjan Dev College of Nursing dhariwal,Punjab,Gurdaspur,Medical,Private Un-Aided,Nursing,2006
S-4955,HIMALAYA MODERN SCHOOL OF NURSING GURDASPUR,Punjab,Gurdaspur,Medical,Private Un-Aided,Nursing,2008
C-51767,I.K.G.P.T.U. Batala Campus,Punjab,Gurdaspur,University,University,Constituent / University College,-
S-18339,INSTITUTE OF HOTEL MANAGEMENT,Punjab,Gurdaspur,Management,Central Government,Hotel Management and Catering,1994
S-23407,MAJHA INTERNATIONAL SCHOOL OF NURSING,Punjab,Gurdaspur,Medical,Private Un-Aided,Nursing,2008
S-22549,"MPHW F TRAINING SCHOOL ,CIVIL HOSPITAL, GURDASPUR",Punjab,Gurdaspur,Medical,State Government,Nursing,-
S-2481,"PANNU POLYTECHNIC COLLEGE, GURDASPUR",Punjab,Gurdaspur,Engineering,Private Un-Aided,Technical/Polytechnic,2010
S-15685,Pannu School of nursing,Punjab,Gurdaspur,Medical,Private Un-Aided,Nursing,2013
S-2500,"S. SUKHJINDER SINGH POLYTECHNIC & PHARMACY COLLEGE, GURDASPUR",Punjab,Gurdaspur,Engineering,Private Un-Aided,Technical/Polytechnic,2005
S-18206,S.Sukhjinder Singh Elementry Teacher Training Institute,Punjab,Gurdaspur,Degree,Private Un-Aided,Teacher Training,2015
S-2502,"SAI POLYTECHNIC, PATHANKOT",Punjab,Gurdaspur,Engineering,Private Un-Aided,Technical/Polytechnic,1996
C-72467,SANT BABA HAZARA SINGH GIRLS COLLEGE NIKKE GHUMMAN,Punjab,Gurdaspur,Degree,Private Un-Aided,Affiliated College,2024
S-5036,SHRI GURU NANAK DEV NURSING INSTITUTE GURDASPUR,Punjab,Gurdaspur,Medical,Private Un-Aided,Nursing,2009
S-19379,SSUKHJINDER SINGH COLLEGE OF PHARMACY AYURVEDA GURDASPUR,Punjab,Gurdaspur,Pharmacy,Private Un-Aided,Paramedical,2007
S-2525,"V.M.S POLYTECHNIC & PHARMACY, GURDASPUR",Punjab,Gurdaspur,Engineering,Private Un-Aided,Technical/Polytechnic,2004
S-13826,"DIPS POLYTECHNIC COLLEGE,HOSHIARPUR",Punjab,Hoshiarpur,Engineering,Private Un-Aided,Technical/Polytechnic,2010
S-14762,"DISTRICT EDUCATION AND TRAINING INSTITUTE, AJJOWAL, HOSHIARPUR",Punjab,Hoshiarpur,Degree,State Government,Teacher Training,1993
S-20228,DOABA INSTITUTE OF NURSING,Punjab,Hoshiarpur,Medical,Private Un-Aided,Nursing,2015
C-65904,"Dr. B.R. Ambedkar, Govt. College, Mukhilana, Distt. Hoshiarpur",Punjab,Hoshiarpur,Degree,State Government,Affiliated College,2021
S-15823,GRD INTERNATIONAL INSTITUTE OF NURSING,Punjab,Hoshiarpur,Medical,Private Un-Aided,Nursing,2011
