id,name,state,district,category,managementType,institutionType,yearEstablished
S-18218,sky light computers private limited,Jammu and Kashmir,Pulwama,Engineering,Private Un-Aided,Technical/Polytechnic,2011
S-12060,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, RAJOURI",Jammu and Kashmir,Rajouri,Degree,Central Government,Teacher Training,-
S-24124,GOVT ANMT SCHOOL RAJOURI,Jammu and Kashmir,Rajouri,Degree,State Government,Paramedical,-
S-19464,TARIQ PARAMEDICAL TRAINING INSTITUTE RAJOURI,Jammu and Kashmir,Rajouri,Degree,Private Un-Aided,Paramedical,2009
S-18002,BR KOHLI PARAMEDICAL STUDIES MAITRA RAMBAN,Jammu and Kashmir,Ramban,Medical,Private Un-Aided,Nursing,2009
S-12058,"DISTRICT INSTITUTE OF EDUCATION & TRAINING BANIHAL, RAMBAN",Jammu and Kashmir,Ramban,Degree,State Government,Teacher Training,2008
S-17521,Disha Institute of Paramedical and Nursing Sciences Batote,Jammu and Kashmir,Ramban,Medical,Private Un-Aided,Nursing,2017
C-63174,Govt Degree College Batote,Jammu and Kashmir,Ramban,Degree,State Government,Affiliated College,2019
S-15080,"Govt. Polytechnic, Ramban",Jammu and Kashmir,Ramban,Engineering,Central Government,Technical/Polytechnic,2012
S-12056,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, REASI",Jammu and Kashmir,Reasi,Degree,State Government,Teacher Training,1979
S-19685,GOVT ANM SCHOOL REASI,Jammu and Kashmir,Reasi,Degree,State Government,Paramedical,2017
S-15081,Govt. Polytechnic College Reasi,Jammu and Kashmir,Reasi,Engineering,State Government,Technical/Polytechnic,2012
S-26520,TRAVANI PARAMEDICAL INSTITUTE KATRA,Jammu and Kashmir,Reasi,Degree,Private Un-Aided,Paramedical,2023
S-12053,"DISTRICT INSTITUTE OF EDUCATION & TRAINING VIJAYPUR, SAMBA",Jammu and Kashmir,Samba,Degree,State Government,Teacher Training,2007
S-15307,GOVT POLYTECHNIC SAMBA,Jammu and Kashmir,Samba,Engineering,State Government,Technical/Polytechnic,2012
S-15689,"Indian Institute of Technical Trainings, School of Nursing",Jammu and Kashmir,Samba,Medical,Private Un-Aided,Nursing,2009
S-23376,RDGD MEMORIAL TRUST INSTITUTE OF PARAMEDICAL SCIENCES SAMBA,Jammu and Kashmir,Samba,Degree,Private Un-Aided,Paramedical,2006
S-12847,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, SHOPIAN",Jammu and Kashmir,Shopian,Degree,State Government,Teacher Training,1992
S-15103,G P C SHOPIAN,Jammu and Kashmir,Shopian,Engineering,State Government,Technical/Polytechnic,2012
S-26733,RM COLLEGE OF PHARMACY,Jammu and Kashmir,Shopian,Pharmacy,Private Un-Aided,Pharmacy Institutions,2023
S-19571,S B G M PARAMEDICAL INSTITUTE SHOPIAN KASHMIR,Jammu and Kashmir,Shopian,Medical,Private Un-Aided,Nursing,2013
S-20046,AL NOOR PARA MEDICAL INSTITUTE,Jammu and Kashmir,Srinagar,Medical,Private Un-Aided,Paramedical,2019
C-46520,Anjuman Nusrat ul Islam Oriental College Rajouri Kadal,Jammu and Kashmir,Srinagar,Degree,Local Body,Affiliated College,1899
S-19122,Classic Institute of Health sciences,Jammu and Kashmir,Srinagar,Medical,State Government,Paramedical,-
C-46522,"DARUL-ALOOM HANFIA ARABIA COLLEGE, NOOR BAGH",Jammu and Kashmir,Srinagar,Degree,Private Aided (Government Aided),Affiliated College,-
S-12839,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, SRINAGAR",Jammu and Kashmir,Srinagar,Degree,State Government,Teacher Training,1983
S-25887,FASTRACK INSTITUTE OF IT AND COMPUTER SCIENCE AND ENGINEERING,Jammu and Kashmir,Srinagar,Engineering,Private Un-Aided,Technical/Polytechnic,2018
S-19673,GOVT AMT SCHOOL SRINAGAR,Jammu and Kashmir,Srinagar,Degree,State Government,Paramedical,1959
S-1137,GOVT. POLYTECHNIC FOR WOMEN SRINAGAR,Jammu and Kashmir,Srinagar,Engineering,State Government,Technical/Polytechnic,1986
S-19071,Green Land Paramedical Institute,Jammu and Kashmir,Srinagar,Degree,Private Un-Aided,Paramedical,2009
S-19124,INFONET COMPUTERS,Jammu and Kashmir,Srinagar,Engineering,Central Government,Technical/Polytechnic,2007
S-20947,INFOPARK COMPUTER EDUCATION,Jammu and Kashmir,Srinagar,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-17946,"Institute of Hotel Management, Rajbagh, Srinagar",Jammu and Kashmir,Srinagar,Management,Central Government,Hotel Management and Catering,1982
C-21458,"Institute of Music & Fine Arts, Naseem Bagh, University of Kashmir",Jammu and Kashmir,Srinagar,University,State Government,Constituent / University College,-
S-1141,KASHMIR GOVERNMENT POLYTECHNIC,Jammu and Kashmir,Srinagar,Engineering,State Government,Technical/Polytechnic,1958
S-19523,KASHMIR INSTITUTE OF MEDICAL SCIENCE AND TECHNOLOGY,Jammu and Kashmir,Srinagar,Engineering,Private Un-Aided,Paramedical,2008
S-26864,KASHMIR VALLEY COLLEGE OF PHARMACY,Jammu and Kashmir,Srinagar,Pharmacy,Private Un-Aided,Pharmacy Institutions,2021
S-20989,KASHSOFT COMPUTERS,Jammu and Kashmir,Srinagar,Engineering,Private Un-Aided,Technical/Polytechnic,2014
S-1142,KITE POLYTECHNIC,Jammu and Kashmir,Srinagar,Engineering,Private Un-Aided,Technical/Polytechnic,1993
S-26669,MARAZ COLLEGE OF PHARMACY,Jammu and Kashmir,Srinagar,Pharmacy,Private Un-Aided,Pharmacy Institutions,2025
S-19577,MUBARAKH PARAMEDICAL TRAINING INSTITUTE HYDERPORA,Jammu and Kashmir,Srinagar,Medical,Private Un-Aided,Nursing,1998
S-19238,Paramedical Institute of Kidney and Urological Disease Research Center,Jammu and Kashmir,Srinagar,Degree,Private Un-Aided,Paramedical,2010
S-1148,ROYAL POLYTECHNIC,Jammu and Kashmir,Srinagar,Engineering,Private Un-Aided,Technical/Polytechnic,1995
S-17664,SUPER ADVANCED COMPUTER INSTITUTE,Jammu and Kashmir,Srinagar,Engineering,Private Un-Aided,Technical/Polytechnic,2008
S-19069,"TAHIRA KHANAMS INSTITUTE OF PARAMEDICAL SCIENCES,LAWAYPORA,KASHMIR",Jammu and Kashmir,Srinagar,Medical,Private Un-Aided,Nursing,1998
S-22472,AKASH INSTITUTE OF PARA MEDICAL SCIENCES GARNAI UDHAMPUR,Jammu and Kashmir,Udhampur,Medical,Private Un-Aided,Paramedical,-
S-15706,DISTRICT INSTITUTE OF EDUCATION AND TRAINING (KUD) UDHAMPUR,Jammu and Kashmir,Udhampur,Degree,State Government,Teacher Training,2008
S-24680,FLORENCE NIGHTINGALE INSTITUTE OF NURSING AND PARAMEDICAL SCIENCE UDHAMPUR,Jammu and Kashmir,Udhampur,Medical,Local Body,Paramedical,-
S-19686,GNM SCHOOL UDHAMPUR,Jammu and Kashmir,Udhampur,Degree,State Government,Paramedical,2019
S-15234,GOVERNMENT POLYTECHNIC COLLEGE UDHAMPUR,Jammu and Kashmir,Udhampur,Engineering,State Government,Technical/Polytechnic,2012
C-69438,GOVT NURSING COLLEGE UDHAMPUR,Jammu and Kashmir,Udhampur,Medical,State Government,Affiliated College,-
S-25425,"NARSING DEV INSTITUTE OF MEDICAL SCIENCES, UDHAMPUR",Jammu and Kashmir,Udhampur,Medical,Private Un-Aided,Paramedical,-
C-56135,Ramnagar Campus,Jammu and Kashmir,Udhampur,Degree,University,PG Center / Off-Campus Center,2007
S-21974,A G COLLEGE OF PHARMACY,Jharkhand,Bokaro,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21827,BIRSA COLLEGE OF NURSING,Jharkhand,Bokaro,Medical,Private Un-Aided,Nursing,-
S-21852,BIRSA RESEASRCH INSTITUTE FOR MEDICAL AND BIOMEDICAL STUDIES,Jharkhand,Bokaro,Medical,Private Aided (Government Aided),Paramedical,-
S-20375,BOKARO HOSPITAL AND RESEARCH INSTITUTE,Jharkhand,Bokaro,Medical,State Government,Nursing,-
S-22659,BOKARO INSTITUTE OF HEALTH EDUCATION,Jharkhand,Bokaro,Medical,Private Un-Aided,Nursing,-
S-21853,BOKARO INSTITUTE OF MEDICAL AND HEALTH SCIENCES,Jharkhand,Bokaro,Medical,Private Un-Aided,Paramedical,-
S-25892,BRIGHT COLLEGE OF MEDICAL SCIENCE,Jharkhand,Bokaro,Engineering,Private Un-Aided,Technical/Polytechnic,2022
S-21934,BRIGHT COLLEGE OF NURSING,Jharkhand,Bokaro,Medical,Private Un-Aided,Nursing,-
S-27189,BRIGHT COLLEGE OF PARAMEDICAL,Jharkhand,Bokaro,Degree,Private Un-Aided,Paramedical,2025
S-21975,BRIGHT SCHOOL OF PHARMACY,Jharkhand,Bokaro,Engineering,Private Un-Aided,Technical/Polytechnic,-
C-73708,DEGREE COLLEGE GOMIA,Jharkhand,Bokaro,University,State Government,Constituent / University College,2023
S-23402,DEO INSTITUTE OF NURSING SCIENCES,Jharkhand,Bokaro,Medical,Private Un-Aided,Nursing,2023
S-25559,DEO INSTITUTE OF PHARMACY SCIENCES,Jharkhand,Bokaro,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-22484,DRONA COLLEGE OF PHARMACY,Jharkhand,Bokaro,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-22358,EHSAN COLLEGE OF PHARMACY,Jharkhand,Bokaro,Engineering,Private Un-Aided,Technical/Polytechnic,-
C-75218,"GOVERNMENT ENGINEERING COLLEGE, BOKARO",Jharkhand,Bokaro,Engineering,State Government,Affiliated College,2025
S-21820,H G E A COLLEGE OF PHARMACY,Jharkhand,Bokaro,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-26522,JAGANNATH COLLEGE OF PHARMACY,Jharkhand,Bokaro,Pharmacy,Private Un-Aided,Pharmacy Institutions,2023
S-21854,KRISHNA MURARI INSTITUTE OF MEDICAL AND HEALTH SCIENCE,Jharkhand,Bokaro,Medical,Private Un-Aided,Paramedical,-
S-19427,NEOMEDICS COLLEGE OF NURSING,Jharkhand,Bokaro,Medical,Private Un-Aided,Nursing,2020
S-26159,PANDA COLLEGE OF NURSING,Jharkhand,Bokaro,Medical,Private Un-Aided,Nursing,2024
S-22592,PANDA COLLEGE OF PHARMACY,Jharkhand,Bokaro,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-20047,RAJA RAM MEMORIAL PARA MEDICAL COLLEGE,Jharkhand,Bokaro,Medical,Local Body,Paramedical,2021
S-25859,SANJAY SCHOOL OF NURSING,Jharkhand,Bokaro,Medical,Private Un-Aided,Nursing,2023
S-22661,SARDAR PATEL COLLEGE OF HEALTH EDUCATION,Jharkhand,Bokaro,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21506,SARDAR PATEL INSTITUTE OF PARAMEDICAL,Jharkhand,Bokaro,Degree,Private Un-Aided,Paramedical,-
S-21593,"SCHOOL OF NURSING , BOKARO GENERAL HOSPITAL",Jharkhand,Bokaro,Medical,Central Government,Nursing,-
S-22483,SNP COLLEGE OF PHARMACY,Jharkhand,Bokaro,Engineering,Private Un-Aided,Technical/Polytechnic,-
C-55580,SWAMI SAHAJANAND SARASWATI B.Ed COLLEGE,Jharkhand,Bokaro,Degree,Private Un-Aided,Affiliated College,2011
S-27183,SWASTIK INSTITUTE OF HEALTH SCIENCES,Jharkhand,Bokaro,Medical,Private Un-Aided,Nursing,2025
C-69596,"MODEL COLLEGE, CHATRA",Jharkhand,Chatra,University,University,Constituent / University College,-
S-25861,S N PRASAD NURSING PARAMEDICAL INSTITUTE,Jharkhand,Chatra,Medical,Private Un-Aided,Nursing,2024
S-26022,SAVITRI COLLEGE OF PHARMACY,Jharkhand,Chatra,Pharmacy,Private Un-Aided,Pharmacy Institutions,2023
S-25896,SN PHARMACY INSTITUTE,Jharkhand,Chatra,Engineering,Private Un-Aided,Technical/Polytechnic,2023
S-25895,VINAYAK COLLEGE OF PHARMACY,Jharkhand,Chatra,Engineering,Private Un-Aided,Technical/Polytechnic,2023
S-21463,BLM SCHOOL OF PHARMACY,Jharkhand,Deoghar,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-22485,DEOGHAR COLLEGE OF HEALTH EDUCATION,Jharkhand,Deoghar,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-6233,DIET JASIDIH DEOGHAR,Jharkhand,Deoghar,Degree,State Government,Teacher Training,-
S-25009,FOOD CRAFT INSTITUTE - DEOGARH,Jharkhand,Deoghar,Management,State Government,Hotel Management and Catering,-
S-26855,"J M INSTITUTE OF SPEECH AND HEARING, DEOGHAR",Jharkhand,Deoghar,Degree,Private Un-Aided,Institutions under Rehabilitation Council of India,2008
S-17485,MADHUSTHALI INSTITUTE OF PARAMEDICAL SCIENCES,Jharkhand,Deoghar,Degree,Private Un-Aided,Paramedical,2017
C-74835,MAHILA COLLEGE MADHUPUR,Jharkhand,Deoghar,University,University,Constituent / University College,2022
C-74578,"MAHILA COLLEGE, SARATH",Jharkhand,Deoghar,University,University,Constituent / University College,2024
C-69594,MODEL MHAVIDYALAY NAVADIH PALAJORI,Jharkhand,Deoghar,University,University,Constituent / University College,-
S-25909,OMKAR INSTITUTE OF PARAMEDICAL SCIENCE,Jharkhand,Deoghar,Degree,Private Un-Aided,Paramedical,2019
S-21592,PRIMARY TEACHER EDUCATION COLLEGE GHORMARA DEOGHAR,Jharkhand,Deoghar,Degree,State Government,Teacher Training,-
S-22328,R S PARAMEDICAL AND NURSING COLLEGE,Jharkhand,Deoghar,Medical,Private Un-Aided,Paramedical,-
S-19261,SHIVAM SCHOOL OF NURSING,Jharkhand,Deoghar,Medical,Private Aided (Government Aided),Nursing,2016
S-19383,SHIVAM SCHOOL OF PARAMEDICAL,Jharkhand,Deoghar,Degree,Private Aided (Government Aided),Paramedical,2019
S-19262,SHIVAM SCHOOL OF PHARMACY,Jharkhand,Deoghar,Engineering,Private Aided (Government Aided),Technical/Polytechnic,2018
S-21843,YASHODA PRIMARY TEACHER EDUCATION COLLEGE,Jharkhand,Deoghar,Degree,Private Un-Aided,Teacher Training,-
S-25713,AAROGYAM COLLEGE OF MEDICAL SCIENCE,Jharkhand,Dhanbad,Medical,Private Un-Aided,Nursing,2024
S-20103,ASARFI INSTITUTE OF PARAMEDICAL,Jharkhand,Dhanbad,Degree,Private Aided (Government Aided),Paramedical,2021
S-25881,ASARFI INSTITUTE OF PHARMACY,Jharkhand,Dhanbad,Engineering,Private Un-Aided,Technical/Polytechnic,2024
S-22327,ASIAN INSTITUTE OF ALLIED HEALTH SCIENCES DHANBAD,Jharkhand,Dhanbad,Medical,Private Aided (Government Aided),Paramedical,-
S-26814,BALIAPUR INSTITUTE OF NURSING,Jharkhand,Dhanbad,Medical,Private Un-Aided,Nursing,2025
S-22615,COLLEGE OF MEDICINE AND PARAMEDICAL SCIENCES,Jharkhand,Dhanbad,Degree,Private Un-Aided,Paramedical,-
S-25550,DAMODAR VALLEY MEDICAL AND NURSING COLLEGE,Jharkhand,Dhanbad,Medical,Private Un-Aided,Nursing,-
S-22487,DHANBAD COLLEGE OF MEDICAL SCIENCES,Jharkhand,Dhanbad,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-22359,DHANBAD COLLEGE OF PHARMCY AND RESEARCH INSTITUTE,Jharkhand,Dhanbad,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-20136,DHANBAD PARAMEDICAL COLLEGE,Jharkhand,Dhanbad,Degree,Private Un-Aided,Paramedical,2021
S-17504,Dhanbad School of Nursing,Jharkhand,Dhanbad,Medical,Private Aided (Government Aided),Nursing,2013
S-22239,J P COLLEGE OF NURSING,Jharkhand,Dhanbad,Medical,Private Un-Aided,Nursing,-
S-22330,J P COLLEGE OF PARAMEDICAL,Jharkhand,Dhanbad,Degree,Private Un-Aided,Paramedical,-
S-22060,J P COLLEGE PHARMACY,Jharkhand,Dhanbad,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-16088,JEEVAN,Jharkhand,Dhanbad,Degree,Local Body,Teacher Training,1992
S-19263,K K SCHOOL OF NURSING,Jharkhand,Dhanbad,Medical,Private Un-Aided,Nursing,2019
S-25907,KICAM NURSING TRAINING SCHOOL,Jharkhand,Dhanbad,Medical,Private Un-Aided,Nursing,2015
S-22662,KRISHNA INSTITUTE OF PHARMACY,Jharkhand,Dhanbad,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21842,NICHITPUR INSTITUTE OF HEALTH EDUCATION AND RESEARCH CENTRE,Jharkhand,Dhanbad,Medical,Private Un-Aided,Nursing,-
S-18404,Nirmala Nursing School,Jharkhand,Dhanbad,Medical,Private Un-Aided,Nursing,-
S-22486,PEMIYA RISHIKESH COLLEGE OF PHARMACY,Jharkhand,Dhanbad,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-26348,"RAVI MAHATO SMARAK NURSING COLLEGE, MAHUDA",Jharkhand,Dhanbad,Medical,Private Un-Aided,Nursing,2024
S-25129,SJAS COLLEGE OF PHARMACY,Jharkhand,Dhanbad,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-24274,ST XAVIERS INTERNATIONAL SCHOOL OF NURSING,Jharkhand,Dhanbad,Medical,Private Un-Aided,Nursing,-
C-73593,DEGREE COLLEGE JARMUNDI,Jharkhand,Dumka,University,University,Constituent / University College,2024
S-21599,DUMKA COLLEGE OF HEALTH AND PROFESSIONAL EDUCATION,Jharkhand,Dumka,Medical,Private Un-Aided,Nursing,-
S-22380,DUMKA COLLEGE OF NURSING,Jharkhand,Dumka,Medical,Private Un-Aided,Nursing,-
S-22663,GHANSHYAM MEHTA COLLEGE OF MEDICAL AND SCIENCE,Jharkhand,Dumka,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-19455,GOVERNMENT TOOL ROOM AND TRAINING CENTRE DUMKA,Jharkhand,Dumka,Engineering,State Government,Technical/Polytechnic,2007
S-27007,HARI NURSING SCHOOL DUMKA,Jharkhand,Dumka,Medical,Private Un-Aided,Nursing,2025
S-17735,Istitute of Medical and Technological Science,Jharkhand,Dumka,Medical,Private Un-Aided,Paramedical,2018
S-25716,KAILASH INSTITUTE OF NURSING AND PARAMEDICALS,Jharkhand,Dumka,Medical,Private Un-Aided,Nursing,2022
S-3890,MOHULPAHARI NURSING SCHOOL DUMKA,Jharkhand,Dumka,Medical,Private Un-Aided,Nursing,-
S-25548,NUTAN COLLEGE OF PROFESSIONAL EDUCATION,Jharkhand,Dumka,Medical,Private Un-Aided,Nursing,-
S-22488,PT UDIT NARAYAN COLLEGE OF HIGHER EDUCATION AND STUDIES,Jharkhand,Dumka,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-27305,"PT. UDIT NARAYAN COLLEGE OF NURSING, MAHARO",Jharkhand,Dumka,Medical,Private Un-Aided,Nursing,2024
S-21425,URSULINE SCHOOL OF NURSING DUMKA,Jharkhand,Dumka,Medical,Private Aided (Government Aided),Nursing,-
S-19422,ALCHEMIST AVIATION PVT LTD,Jharkhand,East Singhbum,Degree,Private Aided (Government Aided),Institutes under Ministries,1994
S-23650,BNTC SCHOOL OF NURSING AND PARAMEDICAL SCIENCE,Jharkhand,East Singhbum,Medical,Private Un-Aided,Nursing,2023
S-16019,"COLLEGE OF NURSING, TATA MAIN HOSPITAL",Jharkhand,East Singhbum,Medical,Private Un-Aided,Nursing,2015
S-22059,COLLEGE OF PHARMACEUTICAL SCIENCES,Jharkhand,East Singhbum,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-25829,DIVINE MISSION COLLEGE OF PHARMACY,Jharkhand,East Singhbum,Engineering,Private Un-Aided,Technical/Polytechnic,2023
S-22713,JAMSHEDPUR PHARMACY COLEGE,Jharkhand,East Singhbum,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-25552,JD COLLEGE OF NURSING,Jharkhand,East Singhbum,Medical,Private Un-Aided,Nursing,-
S-3887,JEEVAN JYOTI SCHOOL OF NURSING EAST SINGHBHUM,Jharkhand,East Singhbum,Medical,Private Un-Aided,Nursing,-
S-19260,MERCY SCHOOL OF NURSING,Jharkhand,East Singhbum,Medical,Private Un-Aided,Nursing,2016
S-22364,PRIMARY TEACHERS TRAINING COLLEGE CHAKULIA,Jharkhand,East Singhbum,Degree,State Government,Teacher Training,-
C-68179,R K M VOCATIONAL TRAINING INSTITUTE,Jharkhand,East Singhbum,Degree,Private Un-Aided,Affiliated College,2021
S-25116,RAMBHA COLLEGE OF PHARMACY,Jharkhand,East Singhbum,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-22770,SARDAR PATEL COLLEGE OF PHARMACY,Jharkhand,East Singhbum,Engineering,Private Un-Aided,Technical/Polytechnic,2019
S-21431,SARDAR PATEL GROUP OF EDUCATION,Jharkhand,East Singhbum,Medical,Private Un-Aided,Nursing,-
S-24034,SARDAR PATEL PARAMEDICAL AND RESEARCH CENTRE,Jharkhand,East Singhbum,Degree,Private Un-Aided,Paramedical,-
S-21504,TATA TAINING COLLEGE,Jharkhand,East Singhbum,Degree,Private Un-Aided,Paramedical,-
S-132,XLRI - Xavier School of Management,Jharkhand,East Singhbum,Management,Private Un-Aided,PGDM Institutes,1949
S-26002,AROGYAM COLLEGE OF PHARMACY,Jharkhand,Garhwa,Pharmacy,Private Un-Aided,Pharmacy Institutions,2023
S-17461,AROGYAM HOSPITAL AND NURSING SCHOOL,Jharkhand,Garhwa,Medical,Central Government,Nursing,2014
S-17462,AROGYAM HOSPITAL AND RESEARCH PRIVATE LIMITED,Jharkhand,Garhwa,Medical,State Government,Nursing,2015
C-74582,AROGYAM NURSING COLLEGE,Jharkhand,Garhwa,Medical,Private Un-Aided,Affiliated College,2023
S-17451,AROGYAM PHARMACY COLLEGE,Jharkhand,Garhwa,Medical,Central Government,Nursing,2018
S-25560,GULAB PHARMACY COLLEGE,Jharkhand,Garhwa,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21432,GULAB SCHOOL OF NURSING,Jharkhand,Garhwa,Medical,State Government,Nursing,-
S-27139,"GURUPAD INSTITUTE OF NURSING RANKAKALAN, RANKA RAJ, GARHWA",Jharkhand,Garhwa,Medical,Private Un-Aided,Nursing,2025
S-21472,GURUPAD PRIMARY TEACHERS TRAINING COLLEGE RANKA,Jharkhand,Garhwa,Degree,Private Aided (Government Aided),Teacher Training,-
S-22489,HERITAGE GNM NURSING COLLEGE,Jharkhand,Garhwa,Medical,Private Un-Aided,Nursing,-
S-22728,HERITAGE PHARMACY COLLEGE,Jharkhand,Garhwa,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-22283,KISMAT COLLEGE OF PHARMACY,Jharkhand,Garhwa,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21607,KISMATI COLLEGE OF NURSING,Jharkhand,Garhwa,Medical,Private Aided (Government Aided),Nursing,-
S-21595,KISMATI COLLEGE OF PHARMACY,Jharkhand,Garhwa,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-25555,MANAS GANGOTRI NURSING COLLEGE,Jharkhand,Garhwa,Medical,Private Un-Aided,Nursing,-
C-71325,"MODEL DEGREE COLLEGE, GARHWA",Jharkhand,Garhwa,University,State Government,Constituent / University College,-
S-23425,OXFORD INSTITUTE OF PHARMACY,Jharkhand,Garhwa,Engineering,Private Un-Aided,Technical/Polytechnic,2023
S-22871,R K COLLEGE OF NURSING,Jharkhand,Garhwa,Medical,Private Un-Aided,Nursing,2023
S-21666,R P ANM SCHOOL AND R P GNM SCHOOL,Jharkhand,Garhwa,Medical,Private Un-Aided,Nursing,-
S-22378,R P COLLEGE OF PHARMACY,Jharkhand,Garhwa,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-23396,RK PHARMACY COLLEGE,Jharkhand,Garhwa,Pharmacy,Private Un-Aided,Paramedical,2022
C-72020,SHARDA MAHESH SHARMISTHA DEO DEGREE COLLEGE,Jharkhand,Garhwa,Degree,Private Un-Aided,Affiliated College,2023
C-68181,SHONEBHADRA ADARSH DEGREE COLLEGE,Jharkhand,Garhwa,Degree,Private Un-Aided,Affiliated College,2020
S-21626,VANANCHAL INSTITTUE OF HEALTH EDUCATION AND RESEARCH,Jharkhand,Garhwa,Degree,Private Un-Aided,Paramedical,-
S-21433,VANANCHAL SCHOOL OF NURSING,Jharkhand,Garhwa,Medical,Private Un-Aided,Nursing,-
S-20119,ASHOKA INSTITUTE OF HOTEL MANAGEMENT,Jharkhand,Giridih,Management,Private Un-Aided,Hotel Management and Catering,-
S-21471,DAYANAND ANGLO VADIC TEACHERS TRAINING COLLEGE GIRIDIH,Jharkhand,Giridih,Degree,Private Un-Aided,Teacher Training,-
C-76675,DEGREE MAHAVIDYALAYA DUMRI,Jharkhand,Giridih,University,State Government,Constituent / University College,2024
S-21429,G D BAGARIA SCHOOL OF NURSING,Jharkhand,Giridih,Medical,Private Un-Aided,Nursing,-
S-21465,INSTITUTE OF MEDICAL SCIENCES,Jharkhand,Giridih,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-14755,"KHANDOLI INSTITUTE OF TECHNOLOGY, GIRIDIH",Jharkhand,Giridih,Engineering,-,Technical/Polytechnic,-
S-21977,KUNWAR SINGH COLLEGE OF PHARMACY,Jharkhand,Giridih,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-25658,KUNWAR SINGH NURSING COLLEGE OF EDUCATION,Jharkhand,Giridih,Medical,Private Un-Aided,Nursing,-
S-21976,KUNWAR SINGH PHARMACY COLLEGE OF EDUCATION,Jharkhand,Giridih,Engineering,Private Un-Aided,Technical/Polytechnic,-
C-77153,MODEL COLLEGE BIRNI,Jharkhand,Giridih,University,Private Un-Aided,Constituent / University College,2022
S-26633,SALUJA GOLD COLLEGE OF NURSING AND PARAMEDICS,Jharkhand,Giridih,Medical,Private Un-Aided,Nursing,2025
S-22572,SALUJA GOLD COLLEGE OF PARAMEDICS,Jharkhand,Giridih,Degree,Private Un-Aided,Paramedical,-
S-22527,SALUJA GOLD COLLEGE OF PHARMACY,Jharkhand,Giridih,Engineering,Private Un-Aided,Technical/Polytechnic,-
S-21591,WOMEN PRIMARY TEACHER TRAINING COLLEGE,Jharkhand,Giridih,Degree,State Government,Teacher Training,-
S-21828,AMBEDKAR INSTITUTE OF HIGHER EDUCATION,Jharkhand,Godda,Medical,Private Un-Aided,Nursing,-
S-21667,BHARTI SCHOOL OF NURSING,Jharkhand,Godda,Medical,Private Un-Aided,Nursing,-
C-73835,DEGREE COLLEGE MAHAGAMA,Jharkhand,Godda,University,University,Constituent / University College,2024
S-15109,Kristraja School of Nursing,Jharkhand,Godda,Medical,Private Un-Aided,Nursing,2010
S-21829,LIFE CARE NURSING SCHOOL,Jharkhand,Godda,Medical,Private Un-Aided,Nursing,-
S-21879,OM SAI ANM NURSING TRAINING SCHOOL,Jharkhand,Godda,Medical,Private Un-Aided,Nursing,-
S-26491,SAROZANI NURSING COLLEGE,Jharkhand,Godda,Medical,Private Un-Aided,Nursing,2023
S-20374,SHAKUNTALA NURSING COLLEGE,Jharkhand,Godda,Medical,State Government,Nursing,2018
S-25553,SILICON INSTITUTE OF HEALTH EDUCATION,Jharkhand,Godda,Medical,Private Un-Aided,Nursing,-
S-27099,"ST. LUKE'S SCHOOL OF NURSING, DAKAITA, POST LALMATIA",Jharkhand,Godda,Medical,Private Un-Aided,Nursing,2025
S-25908,TEJASH INSTITUTE OF HEALTH EDUCATION,Jharkhand,Godda,Engineering,Private Un-Aided,Technical/Polytechnic,2023
S-25149,ANITA DEVI COLLEGE OF NURSING,Jharkhand,Gumla,Medical,Private Un-Aided,Nursing,-
S-21378,"ANM SCHOOL PANIIT, PREJHA FOUNDATION, SADAR HOSPITAL CAMPUS, GUMLA",Jharkhand,Gumla,Medical,Private Aided (Government Aided),Nursing,-
